variant,shift,shift_noise,concept_id,monotonicity,specificity,sufficiency,offmanifold_residual,cfs
onmanifold_steer,C-5,1.55,222,1.0,0.5878,0.2449,0.0,0.4422
onmanifold_steer,C-5,1.55,204,1.0,0.1923,0.2741,0.0,0.3046
onmanifold_steer,C-5,1.55,179,1.0,0.5462,0.2483,0.0,0.4375
onmanifold_steer,C-5,1.55,22,1.0,0.5069,0.2713,0.0,0.4506
onmanifold_steer,C-5,1.55,57,0.0,0.5142,0.2441,0.0,0.0
onmanifold_steer,C-5,1.55,139,0.0,0.4279,0.2653,0.0,0.0
onmanifold_steer,C-5,1.55,14,0.0,0.5335,0.2351,0.0,0.0
clamp_steer,C-5,1.55,122,1.0,0.4882,0.2272,0.3311,0.4027
clamp_steer,C-5,1.55,160,0.0,0.4463,0.1943,0.5813,0.0
clamp_steer,C-5,1.55,152,1.0,0.4009,0.1978,0.4127,0.3509
clamp_steer,C-5,1.55,231,1.0,0.5576,0.1951,0.6556,0.3788
clamp_steer,C-5,1.55,118,1.0,0.3873,0.1787,0.47,0.3269
clamp_steer,C-5,1.55,201,0.0,0.607,0.186,0.322,0.0
clamp_steer,C-5,1.55,47,1.0,0.6011,0.1797,0.6101,0.3646
clamp_steer,C-5,1.55,135,1.0,0.5647,0.1948,0.3951,0.3795
clamp_steer,C-5,1.55,91,1.0,0.389,0.2093,0.5106,0.3593
clamp_steer,C-5,1.55,136,1.0,0.5142,0.1897,0.2735,0.3651
clamp_steer,C-5,1.55,77,1.0,0.1145,0.1739,0.3807,0.1938
clamp_steer,C-5,1.55,59,1.0,0.5192,0.1912,0.4003,0.3678
clamp_steer,C-5,1.55,227,1.0,0.3083,0.1875,0.4599,0.3132
clamp_steer,C-5,1.55,79,0.0,0.5047,0.1734,0.3984,0.0
clamp_steer,C-5,1.55,38,1.0,0.4305,0.185,0.6055,0.3437
clamp_steer,C-5,1.55,172,0.0,0.2992,0.17,0.5213,0.0
clamp_steer,C-5,1.55,19,0.0,0.4625,0.1899,0.2999,0.0
clamp_steer,C-5,1.55,222,1.0,0.6402,0.1728,0.4322,0.3594
clamp_steer,C-5,1.55,204,1.0,0.3492,0.1725,0.3152,0.3105
clamp_steer,C-5,1.55,179,1.0,0.6113,0.1752,0.2742,0.3595
clamp_steer,C-5,1.55,22,1.0,0.3968,0.1834,0.3932,0.3344
clamp_steer,C-5,1.55,57,0.0,0.5909,0.1578,0.4892,0.0
clamp_steer,C-5,1.55,139,0.0,0.1709,0.1629,0.4948,0.0
clamp_steer,C-5,1.55,14,0.0,0.2905,0.163,0.6944,0.0
naive_steer,C-5,1.55,122,1.0,0.4882,0.3437,0.3311,0.5035
naive_steer,C-5,1.55,160,0.0,0.4463,0.2895,0.5813,0.0
naive_steer,C-5,1.55,152,1.0,0.4009,0.3108,0.4127,0.4469
naive_steer,C-5,1.55,231,1.0,0.5576,0.2914,0.6556,0.4819
naive_steer,C-5,1.55,118,1.0,0.3873,0.2799,0.47,0.4193
naive_steer,C-5,1.55,201,0.0,0.607,0.2772,0.322,0.0
naive_steer,C-5,1.55,47,1.0,0.6011,0.2774,0.6101,0.4785
naive_steer,C-5,1.55,135,1.0,0.5647,0.2755,0.3951,0.4687
naive_steer,C-5,1.55,91,1.0,0.389,0.2962,0.5106,0.4318
naive_steer,C-5,1.55,136,1.0,0.5142,0.2918,0.2735,0.4709
naive_steer,C-5,1.55,77,1.0,0.1145,0.262,0.3807,0.2214
naive_steer,C-5,1.55,59,1.0,0.5192,0.2808,0.4003,0.4624
naive_steer,C-5,1.55,227,1.0,0.3083,0.2832,0.4599,0.3859
naive_steer,C-5,1.55,79,0.0,0.5047,0.2827,0.3984,0.0
naive_steer,C-5,1.55,38,1.0,0.4305,0.2824,0.6055,0.4371
naive_steer,C-5,1.55,172,0.0,0.2992,0.2572,0.5213,0.0
naive_steer,C-5,1.55,19,0.0,0.4625,0.2728,0.2999,0.0
naive_steer,C-5,1.55,222,1.0,0.6402,0.2516,0.4322,0.4589
naive_steer,C-5,1.55,204,1.0,0.3492,0.273,0.3152,0.3986
naive_steer,C-5,1.55,179,1.0,0.6113,0.2488,0.2742,0.4508
naive_steer,C-5,1.55,22,1.0,0.3968,0.2709,0.3932,0.416
naive_steer,C-5,1.55,57,0.0,0.5909,0.2463,0.4892,0.0
naive_steer,C-5,1.55,139,0.0,0.1709,0.2669,0.4948,0.0
naive_steer,C-5,1.55,14,0.0,0.2905,0.2431,0.6944,0.0
random_steer,C-5,1.55,122,1.0,0.0,0.0427,0.8724,0.0
random_steer,C-5,1.55,160,0.0,0.0,0.0507,0.8724,0.0
random_steer,C-5,1.55,152,0.0,0.0,0.0034,0.8724,0.0
random_steer,C-5,1.55,231,1.0,0.0,0.0384,0.8724,0.0
random_steer,C-5,1.55,118,0.0,0.0,0.0507,0.8724,0.0
random_steer,C-5,1.55,201,1.0,0.0,0.0427,0.8724,0.0
random_steer,C-5,1.55,47,1.0,0.0,0.0384,0.8724,0.0
random_steer,C-5,1.55,135,1.0,0.0,0.0384,0.8724,0.0
random_steer,C-5,1.55,91,1.0,0.0,0.0737,0.8724,0.0
random_steer,C-5,1.55,136,1.0,0.0,0.0737,0.8724,0.0
random_steer,C-5,1.55,77,0.0,0.0,0.0507,0.8724,0.0
random_steer,C-5,1.55,59,0.0,0.0,0.0034,0.8724,0.0
random_steer,C-5,1.55,227,1.0,0.0,0.0737,0.8724,0.0
random_steer,C-5,1.55,79,1.0,0.0,0.0737,0.8724,0.0
random_steer,C-5,1.55,38,1.0,0.0,0.0737,0.8724,0.0
random_steer,C-5,1.55,172,0.0,0.0,0.0507,0.8724,0.0
random_steer,C-5,1.55,19,1.0,0.0,0.0033,0.8724,0.0
random_steer,C-5,1.55,222,0.0,0.0,0.0507,0.8724,0.0
random_steer,C-5,1.55,204,1.0,0.0,0.0737,0.8724,0.0
random_steer,C-5,1.55,179,1.0,0.0,0.0427,0.8724,0.0
random_steer,C-5,1.55,22,1.0,0.0,0.0737,0.8724,0.0
random_steer,C-5,1.55,57,1.0,0.0,0.0427,0.8724,0.0
random_steer,C-5,1.55,139,1.0,0.0,0.0737,0.8724,0.0
random_steer,C-5,1.55,14,0.0,0.0,0.0507,0.8724,0.0
supervised_steer,ObjectNet,2.1,122,1.0,0.7302,0.4027,0.0199,0.6183
supervised_steer,ObjectNet,2.1,160,1.0,0.576,0.4117,0.0449,0.5808
supervised_steer,ObjectNet,2.1,152,1.0,0.5071,0.4339,0.0257,0.5685
supervised_steer,ObjectNet,2.1,231,1.0,0.6566,0.4128,0.0389,0.6066
supervised_steer,ObjectNet,2.1,118,1.0,0.576,0.4117,0.0449,0.5808
supervised_steer,ObjectNet,2.1,201,1.0,0.7302,0.4027,0.0199,0.6183
supervised_steer,ObjectNet,2.1,47,1.0,0.6566,0.4128,0.0389,0.6066
supervised_steer,ObjectNet,2.1,135,1.0,0.6566,0.4128,0.0389,0.6066
supervised_steer,ObjectNet,2.1,91,1.0,0.6354,0.4401,0.0283,0.6191
supervised_steer,ObjectNet,2.1,136,1.0,0.6354,0.4401,0.0283,0.6191
supervised_steer,ObjectNet,2.1,77,1.0,0.576,0.4117,0.0449,0.5808
supervised_steer,ObjectNet,2.1,59,1.0,0.5071,0.4339,0.0257,0.5685
supervised_steer,ObjectNet,2.1,227,1.0,0.6354,0.4401,0.0283,0.6191
supervised_steer,ObjectNet,2.1,79,1.0,0.6354,0.4401,0.0283,0.6191
supervised_steer,ObjectNet,2.1,38,1.0,0.6354,0.4401,0.0283,0.6191
supervised_steer,ObjectNet,2.1,172,1.0,0.576,0.4117,0.0449,0.5808
supervised_steer,ObjectNet,2.1,19,1.0,0.5336,0.4224,0.0373,0.5724
supervised_steer,ObjectNet,2.1,222,1.0,0.576,0.4117,0.0449,0.5808
supervised_steer,ObjectNet,2.1,204,1.0,0.6354,0.4401,0.0283,0.6191
supervised_steer,ObjectNet,2.1,179,1.0,0.7302,0.4027,0.0199,0.6183
supervised_steer,ObjectNet,2.1,22,1.0,0.6354,0.4401,0.0283,0.6191
supervised_steer,ObjectNet,2.1,57,1.0,0.7302,0.4027,0.0199,0.6183
supervised_steer,ObjectNet,2.1,139,1.0,0.6354,0.4401,0.0283,0.6191
supervised_steer,ObjectNet,2.1,14,1.0,0.576,0.4117,0.0449,0.5808
onmanifold_steer,ObjectNet,2.1,122,1.0,0.4673,0.2871,0.0,0.4529
onmanifold_steer,ObjectNet,2.1,160,0.0,0.3522,0.2474,0.0,0.0
onmanifold_steer,ObjectNet,2.1,152,1.0,0.4768,0.2607,0.0,0.4327
onmanifold_steer,ObjectNet,2.1,231,1.0,0.512,0.2483,0.0,0.4297
onmanifold_steer,ObjectNet,2.1,118,1.0,0.4818,0.2421,0.0,0.4163
onmanifold_steer,ObjectNet,2.1,201,0.0,0.5226,0.2331,0.0,0.0
onmanifold_steer,ObjectNet,2.1,47,1.0,0.6455,0.2311,0.0,0.4363
onmanifold_steer,ObjectNet,2.1,135,1.0,0.532,0.2343,0.0,0.4197
onmanifold_steer,ObjectNet,2.1,91,1.0,0.4769,0.2481,0.0,0.4209
onmanifold_steer,ObjectNet,2.1,136,1.0,0.5187,0.2441,0.0,0.4271
onmanifold_steer,ObjectNet,2.1,77,1.0,0.2666,0.2264,0.0,0.3272
onmanifold_steer,ObjectNet,2.1,59,1.0,0.382,0.2364,0.0,0.3823
onmanifold_steer,ObjectNet,2.1,227,1.0,0.496,0.2373,0.0,0.4149
onmanifold_steer,ObjectNet,2.1,79,0.0,0.4093,0.2387,0.0,0.0
onmanifold_steer,ObjectNet,2.1,38,1.0,0.5441,0.2407,0.0,0.4291
onmanifold_steer,ObjectNet,2.1,172,0.0,0.247,0.2203,0.0,0.0
onmanifold_steer,ObjectNet,2.1,19,0.0,0.3494,0.2249,0.0,0.0
onmanifold_steer,ObjectNet,2.1,222,1.0,0.5878,0.2105,0.0,0.4025
onmanifold_steer,ObjectNet,2.1,204,1.0,0.1923,0.2307,0.0,0.2847
onmanifold_steer,ObjectNet,2.1,179,1.0,0.5462,0.2086,0.0,0.3934
onmanifold_steer,ObjectNet,2.1,22,1.0,0.5069,0.2283,0.0,0.408
onmanifold_steer,ObjectNet,2.1,57,0.0,0.5142,0.2051,0.0,0.0
onmanifold_steer,ObjectNet,2.1,139,0.0,0.4279,0.2233,0.0,0.0
onmanifold_steer,ObjectNet,2.1,14,0.0,0.5335,0.202,0.0,0.0
clamp_steer,ObjectNet,2.1,122,1.0,0.4882,0.1903,0.3311,0.3613
clamp_steer,ObjectNet,2.1,160,0.0,0.4463,0.168,0.5813,0.0
clamp_steer,ObjectNet,2.1,152,1.0,0.4009,0.1665,0.4127,0.3158
clamp_steer,ObjectNet,2.1,231,1.0,0.5576,0.1657,0.6556,0.3398
clamp_steer,ObjectNet,2.1,118,1.0,0.3873,0.1537,0.47,0.2973
clamp_steer,ObjectNet,2.1,201,0.0,0.607,0.1564,0.322,0.0
clamp_steer,ObjectNet,2.1,47,1.0,0.6011,0.1528,0.6101,0.3258
clamp_steer,ObjectNet,2.1,135,1.0,0.5647,0.1652,0.3951,0.34
clamp_steer,ObjectNet,2.1,91,1.0,0.389,0.1758,0.5106,0.324
clamp_steer,ObjectNet,2.1,136,1.0,0.5142,0.1594,0.2735,0.3255
clamp_steer,ObjectNet,2.1,77,1.0,0.1145,0.1488,0.3807,0.1823
clamp_steer,ObjectNet,2.1,59,1.0,0.5192,0.1605,0.4003,0.3276
clamp_steer,ObjectNet,2.1,227,1.0,0.3083,0.1581,0.4599,0.2838
clamp_steer,ObjectNet,2.1,79,0.0,0.5047,0.1463,0.3984,0.0
clamp_steer,ObjectNet,2.1,38,1.0,0.4305,0.156,0.6055,0.3082
clamp_steer,ObjectNet,2.1,172,0.0,0.2992,0.1465,0.5213,0.0
clamp_steer,ObjectNet,2.1,19,0.0,0.4625,0.1577,0.2999,0.0
clamp_steer,ObjectNet,2.1,222,1.0,0.6402,0.148,0.4322,0.322
clamp_steer,ObjectNet,2.1,204,1.0,0.3492,0.1453,0.3152,0.2792
clamp_steer,ObjectNet,2.1,179,1.0,0.6113,0.1462,0.2742,0.3166
clamp_steer,ObjectNet,2.1,22,1.0,0.3968,0.1533,0.3932,0.2987
clamp_steer,ObjectNet,2.1,57,0.0,0.5909,0.1326,0.4892,0.0
clamp_steer,ObjectNet,2.1,139,0.0,0.1709,0.1371,0.4948,0.0
clamp_steer,ObjectNet,2.1,14,0.0,0.2905,0.1396,0.6944,0.0
naive_steer,ObjectNet,2.1,122,1.0,0.4882,0.2887,0.3311,0.4607
naive_steer,ObjectNet,2.1,160,0.0,0.4463,0.2488,0.5813,0.0
naive_steer,ObjectNet,2.1,152,1.0,0.4009,0.2609,0.4127,0.4094
naive_steer,ObjectNet,2.1,231,1.0,0.5576,0.2482,0.6556,0.4398
naive_steer,ObjectNet,2.1,118,1.0,0.3873,0.2405,0.47,0.3876
naive_steer,ObjectNet,2.1,201,0.0,0.607,0.2328,0.322,0.0
naive_steer,ObjectNet,2.1,47,1.0,0.6011,0.2363,0.6101,0.435
naive_steer,ObjectNet,2.1,135,1.0,0.5647,0.2347,0.3951,0.4266
naive_steer,ObjectNet,2.1,91,1.0,0.389,0.2493,0.5106,0.3956
naive_steer,ObjectNet,2.1,136,1.0,0.5142,0.2456,0.2735,0.4276
naive_steer,ObjectNet,2.1,77,1.0,0.1145,0.2252,0.3807,0.2116
naive_steer,ObjectNet,2.1,59,1.0,0.5192,0.2357,0.4003,0.4185
naive_steer,ObjectNet,2.1,227,1.0,0.3083,0.2383,0.4599,0.3555
naive_steer,ObjectNet,2.1,79,0.0,0.5047,0.238,0.3984,0.0
naive_steer,ObjectNet,2.1,38,1.0,0.4305,0.2377,0.6055,0.3984
naive_steer,ObjectNet,2.1,172,0.0,0.2992,0.221,0.5213,0.0
naive_steer,ObjectNet,2.1,19,0.0,0.4625,0.2261,0.2999,0.0
naive_steer,ObjectNet,2.1,222,1.0,0.6402,0.2162,0.4322,0.4174
naive_steer,ObjectNet,2.1,204,1.0,0.3492,0.2297,0.3152,0.3651
naive_steer,ObjectNet,2.1,179,1.0,0.6113,0.209,0.2742,0.4043
naive_steer,ObjectNet,2.1,22,1.0,0.3968,0.228,0.3932,0.3794
naive_steer,ObjectNet,2.1,57,0.0,0.5909,0.2068,0.4892,0.0
naive_steer,ObjectNet,2.1,139,0.0,0.1709,0.2246,0.4948,0.0
naive_steer,ObjectNet,2.1,14,0.0,0.2905,0.209,0.6944,0.0
random_steer,ObjectNet,2.1,122,1.0,0.0,0.0359,0.8724,0.0
random_steer,ObjectNet,2.1,160,0.0,0.0,0.0435,0.8724,0.0
random_steer,ObjectNet,2.1,152,0.0,0.0,0.0028,0.8724,0.0
random_steer,ObjectNet,2.1,231,1.0,0.0,0.0327,0.8724,0.0
random_steer,ObjectNet,2.1,118,0.0,0.0,0.0435,0.8724,0.0
random_steer,ObjectNet,2.1,201,1.0,0.0,0.0359,0.8724,0.0
random_steer,ObjectNet,2.1,47,1.0,0.0,0.0327,0.8724,0.0
random_steer,ObjectNet,2.1,135,1.0,0.0,0.0327,0.8724,0.0
random_steer,ObjectNet,2.1,91,1.0,0.0,0.062,0.8724,0.0
random_steer,ObjectNet,2.1,136,1.0,0.0,0.062,0.8724,0.0
random_steer,ObjectNet,2.1,77,0.0,0.0,0.0435,0.8724,0.0
random_steer,ObjectNet,2.1,59,0.0,0.0,0.0028,0.8724,0.0
random_steer,ObjectNet,2.1,227,1.0,0.0,0.062,0.8724,0.0
random_steer,ObjectNet,2.1,79,1.0,0.0,0.062,0.8724,0.0
random_steer,ObjectNet,2.1,38,1.0,0.0,0.062,0.8724,0.0
random_steer,ObjectNet,2.1,172,0.0,0.0,0.0435,0.8724,0.0
random_steer,ObjectNet,2.1,19,1.0,0.0,0.0027,0.8724,0.0
random_steer,ObjectNet,2.1,222,0.0,0.0,0.0435,0.8724,0.0
random_steer,ObjectNet,2.1,204,1.0,0.0,0.062,0.8724,0.0
random_steer,ObjectNet,2.1,179,1.0,0.0,0.0359,0.8724,0.0
random_steer,ObjectNet,2.1,22,1.0,0.0,0.062,0.8724,0.0
random_steer,ObjectNet,2.1,57,1.0,0.0,0.0359,0.8724,0.0
random_steer,ObjectNet,2.1,139,1.0,0.0,0.062,0.8724,0.0
random_steer,ObjectNet,2.1,14,0.0,0.0,0.0435,0.8724,0.0
